CUSTRECORD_EOS_DATE,CUSTRECORD_EOS_MEMO,BINNUMBER
01/30/2025 12:00:00 AM,"Persistent product crashes and minor flaps not closing throughout the night. Between 3-5pm was crashing due to flaps not closing. Rob was able to make adjustments to the guides and flap tuckers to resolve the issues which gave us little more that 2 hours of no downtime.  Shortly after 7pm, product crashes became persistent. After monitoring the machine while running, I noticed the stopgate(?) for the can staging was opened a little wide causing the cans to hit the leading side of the carton and become offset, bounce back, and fall over while being loaded into the carton.  Flights were widened to alleviate pressure on the carton, flight table and guide rails were adjusted as well.  @10pm when Jaqs arrived, she helped Rob with final adjustments to ensure third shift, would have a much better run.  General consensus of the issues are part machine vibration causing slight misalignment of guides throughout the machine due to loosening of bolts and partly sugar residue buildup on the various moving parts causing them to function out of time with how they should.   EOS cleanup was started @ 10:45 to allow for a deeper cleaning inside the machine but due to the length of time chasing and resolving various issues, we were not able to reach target.",BD1
01/30/2025 12:00:00 AM,"Started running line at 8:30am due to low staffing. Had some issues with film jams and fallen cans throughout the day, no major issues. Stopped to de-kit a few times throughout the day but changed the way to de-kit and it did help speed up the de-kitting.",RS1
01/30/2025 12:00:00 AM,"WO2758 Poppi Fall finished approx. 9:30 and the line was cleared to Run WO2941 Poppi Canada Fruits.  Initially expecting only a flavor change, the Poppi fruit boxes are a bit narrower than the fall boxes and adjustments needed to be made on the guides leading to the robot loading area to ensure the SV clamps would hold the boxes securely.  Initial dekitting during changeover took a lot longer than normal due to 2 of the flavors coming as cartoned 4x6 WIP rather than 12pk shrink",BP1
01/31/2025 12:00:00 AM,"BD1 (Manual -Bristol) Produced item VP82010 CANN 12OZ 5MG BLOOD ORANGE CARDAMOM 6X4 24 PK.  Despite the slow progress in hand gluing cartons and packaging, the target was successfully achieved.  Target: 600 Total cases produced: 728",Manual - Bristol
01/31/2025 12:00:00 AM,"BD1 initially operated smoothly; however, several issues arose during the run, resulting in downtime.  1. The Tucker flap became jammed as cartons passed through the transfer chain conveyor, causing open flaps and carton jams. The cylinder required lubrication and adjustments to the flow control. 2. After the depletion of RM28042, the staff conducted a complete line clearance, and WO2793 (VP28036 STATESIDE SODA GOAT 4-FLV 3X8 24PK) was staged for the line  changeover. The staff went on lunch during the changeover, but upon their return, the machine was not ready, which led to them being sent home. 3. Three pallets were not assembled due to inventory shortages of item RM28045. Jason is following up on this matter.",BD1
01/31/2025 12:00:00 AM,Bit of a rough morning with a lot of wrap area faults on the Arpac/film delivery system.  12 minutes of downtime due to these issues.  Roll position on the FDS and the sensor on the Arpac were adjusted and seemed to resolve the issue.  No other issues to report.,Flight - A1
01/31/2025 12:00:00 AM,"Down time on BD1 due to the following reasons: Fallen product, Carton flap open, cartons incomplete Machine adjustment, DMM started to crash for few mins, made adjustments to tucker and flight gap, all resolved by my mechanic. Notation: There are 312 cases produced 2300 to 12AM was added on yesterday 3rd shift production.  Goal Target were 5,850, Shift Production 5,616+312= Actual 5,928   101% we ran 93% Uptime 93%",BD1
01/31/2025 12:00:00 AM,Finished Poppi Canada fruits @540p. Flavor C/O to Poppi Fall took longer than normal due to being short a FL Driver for the night. Minor adjustments were made to the mandrel and Production resumed @645p. WIP for Poppi Fall was depleted by 1030p and the line was cleared.,BP1
01/31/2025 12:00:00 AM,"Finished Product for WO2823 Classic Cola VP11091. Had a C/O to Cranberry Fizz Only ran until lunch time then changeover to crowd pleasers hitting 3.6k on that WO. No Major machine issues , only downtime was due to dekitting. kept 6 people at 6amto dekit and clean, and sent everyone else home.",RS1
01/31/2025 12:00:00 AM,Maintenance reset the power which completely shut power down for rp1 which caused 30 min of downtime. Had to wait for the glue to heat up before starting the line.  Had a driver leave during the shift.,RP1
01/31/2025 12:00:00 AM,"Manual line was included with BD1 for this shift on the plan. Manual - 12ppl, 1FL Target = 600 Actual = 728(Last pallet was scanned into 3rd shift timeframe)  BD1 - 13ppl, 1FL Target = 3900 Actual = 4368  All waiting tags are for the Manual line for Hand gluing boxes. BD1 ran extremely well with negligible downtime.",BD1
01/31/2025 12:00:00 AM,"No major issues, a few wrap faults and separator faults throughout the day. Had to stop to de-kit a couple of times as well.",RS1
01/31/2025 12:00:00 AM,"On a plan of 6,075 we built 9,360 cases exceeding goal by 3,285 (154% to plan). We pulled 1 associate at the start for a rework project which lasted 2 hours leaving 16 on the line during that time. Line ran great with minimal issues. We encountered 11 minutes of downtime near the end of shift due to a pallet of four different dates that was discovered during a QC check.",RS1
01/31/2025 12:00:00 AM,"P1 encountered downtime due to several factors:  1. Started production with WO2941, which involved items RM11061 and RM11060 arriving as 6x4 (WIP). This situation necessitated additional personnel for the dekitting process, which is inherently slow, and we were experiencing a staffing shortage.  2. Quality control issues with WIP were identified. During a quality check conducted by Roger and myself, we discovered discrepancies in the nutrition facts and ingredient lists on cans (RM11061) within the same four-packs. This issue was promptly escalated to the commercial team. The line was completely cleared, and RM11061 was put on hold, along with the finished goods produced for WO2941. Subsequently, WO2938 was staged, and production resumed.  3. Several machine-related problems occurred during this production run. Products fell onto the conveyor due to the infeed conveyor not being fully loaded. Additionally, the robot failed to detect a fallen can on lane 6, resulting in product drops and box collisions during the packaging process. Adjustments were necessary for the case erector due to box jamming.",BP1
01/31/2025 12:00:00 AM,"The operational performance of BP2 has been significantly hindered throughout the day due to the following issues:   1. The robot palletizer frequently halted operations due to improper placement of boxes on pallets, resulting in boxes being dropped onto the floor.  2.There were instances of box jamming in the case sealer. 3.New staff struggle in placing three cans into boxes.",BP2
01/31/2025 12:00:00 AM,This line was short 1 forklift driver for the shift which caused some waiting time. Minor issues with the boxes on the case erector. MFG info was added to the running list for Spindrift box issues.,BP2
02/01/2025 12:00:00 AM,"No major issues at all, Great production night. Notation: There are 416 cases produced 2300 to 12AM was added on yesterday 3rd shift production. Goal Target were 3,900, Shift Production 4,680+416= 5,096 Actual 5,096 130.6% Raven tagging 99% Uptime 99%",BD1
02/03/2025 12:00:00 AM,"""On a plan of 8,590 we built 3,560 cases falling short by 5,030 (41% to plan). WO2821 ran out of WIP on first shift requiring a C/O to WO2822. 2,340 units left on 2nd shift plan for WO2821. WO2822 was planned 3,250 cases as the goal but we only had enough trays to build 2,600 cases landing on a full pallet. We struggled with WO2822 due to frequent jams on the tray former as well as the pneumatic separator which required us to send the team to lunch while maintenance made adjustments. Started the configuration C/O to Poppi Crowd Pleasers WO2974 at 7:30 PM which lasted 45 minutes. Lastly, we stopped the line 20 minutes early for finish the shrink wrap on the two Poppi down stacks.",RS1
02/03/2025 12:00:00 AM,"88% UPTIME , with 4 hours and 50m producing. Hitting 3,525 units over target. Stopped line at 5am to C/O to Zoa 12pk having to do a full changover from standard 12pk set up, and side loader set up. 11m DT  due to Pneumatic Seperator crashing due to low back pressure , team had to stop to dekit a few times 18m DT throughout shift.Film jamed due to can coming out of box and crashing on flights 4m DT due to that. Kept an extra person to make boxes.",RS1
02/03/2025 12:00:00 AM,BD1-HC work on manual line to finish up all CANN WIP. During BD1 change over to Cantrip 6x4 Production start at 4:35 PM,BD1
02/03/2025 12:00:00 AM,"Down time on BD1 due to the following reasons: No major mechanical issues, we did struggle thru all shift due to unexperienced driver, many mistakes, delay on staging product, I had to helping driven forklift, there was 4 final FG pallets we could not build due to possible missed scanning product into the line.",BD1
